dossiernr,sector_code,probability,predictor_id
7b527420a33e6b3ae2ce06cd1d68d22c11e7c459,70221,0.614177,7
7b527420a33e6b3ae2ce06cd1d68d22c11e7c459,86929,0.554489,7
d1a7b262209f64574792e8b6888280e4fad333b7,85201,0.887652,7
d1a7b262209f64574792e8b6888280e4fad333b7,853,0.574311,7
d1a7b262209f64574792e8b6888280e4fad333b7,85599,0.556789,7
d1a7b262209f64574792e8b6888280e4fad333b7,88993,0.503598,7
d1a7b262209f64574792e8b6888280e4fad333b7,8891,0.502231,7
0f2a20a22eeb9eb1cdd88a99ce40cd4da2dabed2,85592,0.615968,7
0f2a20a22eeb9eb1cdd88a99ce40cd4da2dabed2,85599,0.543363,7
32ee18bbfa4fcf915b6cc167918a2a7c7744e187,70222,0.553493,7
aca8ba36d3934c23d7695c00640fed3e6c6c5f04,70221,0.53612,7
aca8ba36d3934c23d7695c00640fed3e6c6c5f04,7021,0.525785,7
aca8ba36d3934c23d7695c00640fed3e6c6c5f04,70222,0.502347,7
c6156cfc3a7c082ac18fbfe279312bd9579bdb51,96022,0.895021,7
c6156cfc3a7c082ac18fbfe279312bd9579bdb51,86919,0.524379,7
965b61c7e04cc58233b0e92dde6d2f45c6f2dfd0,47915,0.697008,7
965b61c7e04cc58233b0e92dde6d2f45c6f2dfd0,47914,0.62983,7
965b61c7e04cc58233b0e92dde6d2f45c6f2dfd0,47916,0.616782,7
965b61c7e04cc58233b0e92dde6d2f45c6f2dfd0,46499,0.592884,7
965b61c7e04cc58233b0e92dde6d2f45c6f2dfd0,46429,0.591303,7
e7588cd4d08c9e26b8a99d87674ea36208e4fa28,88999,0.839444,7
e7588cd4d08c9e26b8a99d87674ea36208e4fa28,70222,0.635701,7
e7588cd4d08c9e26b8a99d87674ea36208e4fa28,69102,0.59723,7
a00409216ff9d5fd555f3b1ebed544fc503ee592,85522,0.841001,7
a00409216ff9d5fd555f3b1ebed544fc503ee592,90011,0.589997,7
27f2137e178cc3f8450a99dafc7f20758e2f8f17,9002,0.575991,7
6b872f06a3759a067cd14e579586da16b8d6b774,47914,0.773954,7
6b872f06a3759a067cd14e579586da16b8d6b774,47915,0.536151,7
6b872f06a3759a067cd14e579586da16b8d6b774,46421,0.526783,7
6b872f06a3759a067cd14e579586da16b8d6b774,47713,0.52634,7
6b872f06a3759a067cd14e579586da16b8d6b774,47918,0.513879,7
3b592b64b280c80cda2c156553cd126c74ea03e0,85519,0.645506,7
003fd02411aa2de98e380e7703b28ebdfed5343e,96021,0.538596,7
2332d13b462ef3207f7119bb6f942d792bc2db6c,8891,0.69058,7
2332d13b462ef3207f7119bb6f942d792bc2db6c,85599,0.672269,7
2332d13b462ef3207f7119bb6f942d792bc2db6c,90011,0.550521,7
2332d13b462ef3207f7119bb6f942d792bc2db6c,90012,0.508561,7
e49b6c03b5a06f6d49b072231c73687dc5a09c28,74101,0.564888,7
249bcd44233da4070f24609492f441c8723f43ac,6201,0.505168,7
05524ccdbbd3c7f97c0e387412481de73329a5b7,4321,0.685091,7
05524ccdbbd3c7f97c0e387412481de73329a5b7,4329,0.640072,7
05524ccdbbd3c7f97c0e387412481de73329a5b7,7112,0.564836,7
fd7f80e46269e366c3eecb3d9d91e6b2fa5a7585,70221,0.728772,7
fd7f80e46269e366c3eecb3d9d91e6b2fa5a7585,70222,0.675462,7
fd7f80e46269e366c3eecb3d9d91e6b2fa5a7585,85592,0.537849,7
e7e1097875e9f6318d56a91cbe94eda69442ab8d,46499,0.729374,7
e7e1097875e9f6318d56a91cbe94eda69442ab8d,47918,0.624321,7
e7e1097875e9f6318d56a91cbe94eda69442ab8d,47919,0.620729,7
e7e1097875e9f6318d56a91cbe94eda69442ab8d,47916,0.524007,7
6b68144e6d6ac99b84057f8486b7d75fa050c29a,5590,0.835724,7
6b68144e6d6ac99b84057f8486b7d75fa050c29a,5530,0.799959,7
6b68144e6d6ac99b84057f8486b7d75fa050c29a,55201,0.71796,7
6b68144e6d6ac99b84057f8486b7d75fa050c29a,55202,0.55248,7
3c6d3c16b310913d29c8fc5eb7bfc0419694e510,18129,0.657753,7
3c6d3c16b310913d29c8fc5eb7bfc0419694e510,18123,0.597235,7
538ec34864b3584171baf193bc417bfdd46347c9,47899,0.722099,7
538ec34864b3584171baf193bc417bfdd46347c9,47892,0.711991,7
538ec34864b3584171baf193bc417bfdd46347c9,47916,0.66085,7
538ec34864b3584171baf193bc417bfdd46347c9,47914,0.639828,7
538ec34864b3584171baf193bc417bfdd46347c9,47918,0.597158,7
39f4af8d0771faf481eece56aa3161a41f5f4457,45111,0.628134,7
f793d2059e98c77f1b32eac1623e0b76f41dda5e,4634,0.735352,7
416372917e3d4ad865e81ffd14d609526d434441,90011,0.78991,7
416372917e3d4ad865e81ffd14d609526d434441,85522,0.71446,7
416372917e3d4ad865e81ffd14d609526d434441,85599,0.593424,7
416372917e3d4ad865e81ffd14d609526d434441,90013,0.510215,7
4f92da08c1b4957b225f65389604d8e6f2248aac,8211,0.810374,7
4f92da08c1b4957b225f65389604d8e6f2248aac,69209,0.533971,7
289f1c52b2e1af1ff9f2d2e694d29447dc78a501,4730,0.929449,7
289f1c52b2e1af1ff9f2d2e694d29447dc78a501,77111,0.698153,7
289f1c52b2e1af1ff9f2d2e694d29447dc78a501,45311,0.670049,7
289f1c52b2e1af1ff9f2d2e694d29447dc78a501,45401,0.635764,7
289f1c52b2e1af1ff9f2d2e694d29447dc78a501,45205,0.62882,7
ba0d3f4ca1e54671175d4bb9758cfe0bdca17202,7311,0.643309,7
1d95c048eaee33351e3ca0dc100d77c8252f8ba6,47911,0.841074,7
1d95c048eaee33351e3ca0dc100d77c8252f8ba6,47919,0.609882,7
417bf569bc65487c41aeb4ee8ddadb4fa737b075,8553,0.938687,7
657748a7aae6a2411c5dee4e6485b4fa8cae8a36,7912,0.629369,7
aff955a206fbbaae87ef19bf5c042eed9f8b14d1,7311,0.511706,7
6ce417892a07874461eef260c88215e3cea36e60,85592,0.536244,7
6ce417892a07874461eef260c88215e3cea36e60,70221,0.514283,7
40834247a4222cda56746ea4149ef239a5548ca8,7021,0.522651,7
272f666cae8293838ae40852adcb373836b1c086,85599,0.603255,7
7c828cd97381329ae19e11e1ebe0f5b675819d21,69204,0.871913,7
7c828cd97381329ae19e11e1ebe0f5b675819d21,69203,0.698647,7
7c828cd97381329ae19e11e1ebe0f5b675819d21,69202,0.569616,7
12150858236ae903ddd37375da8699fd11a66afa,90012,0.534114,7
de91df5e8739000201a7efd1f131e7e4600cde2c,9512,0.978374,7
de91df5e8739000201a7efd1f131e7e4600cde2c,4742,0.941389,7
de91df5e8739000201a7efd1f131e7e4600cde2c,47912,0.788052,7
de91df5e8739000201a7efd1f131e7e4600cde2c,6209,0.634429,7
de91df5e8739000201a7efd1f131e7e4600cde2c,4652,0.623587,7
f8654872d869604a001ddfbb99b6510500d7e69e,45111,0.918124,7
f8654872d869604a001ddfbb99b6510500d7e69e,77112,0.635491,7
f8654872d869604a001ddfbb99b6510500d7e69e,77111,0.585857,7
f8654872d869604a001ddfbb99b6510500d7e69e,453,0.512505,7
86b5750e7f23ce06c9154d6029c351199a49a642,93151,0.604039,7
86b5750e7f23ce06c9154d6029c351199a49a642,93111,0.589076,7
