mutation_year,mutation_week,company_id,branch_id,SBIHOOFDACT,SBINEVENACT1,SBINEVENACT2
2022,24,aabfb7b8ef4303829c41bc0f2c36b8a6ec2b6def,a98582690f95e9996b34b93a3f350a7f9842da5a,6810,6831,68204
2022,31,aabfb7b8ef4303829c41bc0f2c36b8a6ec2b6def,36b3201bd751b142e765bbd97f81a419d7245a04,6831,6810,6832
2022,23,ee35bc37a6ab59d3ca6e7baad057e690c3ba4247,7d39b7efdc5cc3c9f947766a9eb1c71e2ca511f2,69204,6420,
2021,13,e3c8984f907a7d8316c4f2dee391220c1521e904,16b1e6eae87d96ada48a580660811aa1fe29793d,74101,74102,74103
2021,10,d3a51fbd592e583ef25f6532ce5f686153f0976f,69ccf431bc73ab2091433b4b7cdb3174e5d3b3fd,53202,,
2021,48,b05ffc9d376bca0dd18444e7012526e1d8e6f01f,ace9b829b12b628afefbdfc29791386a08beb7c7,6420,,
2022,45,b05ffc9d376bca0dd18444e7012526e1d8e6f01f,ace9b829b12b628afefbdfc29791386a08beb7c7,6420,,
2021,03,d115d0ab3256c97716a6ec891f155ebb9e883e3e,183eba558a00b02de0d082d7ee6a6a4b62ad71b4,86221,6420,
2022,05,d115d0ab3256c97716a6ec891f155ebb9e883e3e,183eba558a00b02de0d082d7ee6a6a4b62ad71b4,86221,6420,
2023,06,d115d0ab3256c97716a6ec891f155ebb9e883e3e,183eba558a00b02de0d082d7ee6a6a4b62ad71b4,86221,6420,
2021,18,ea2350875f58e0465bc31395fc0c3f679481ae63,0e373b5ee4a44a48fd029fb3be27f09f4068502f,8121,,
2023,06,ea2350875f58e0465bc31395fc0c3f679481ae63,0e373b5ee4a44a48fd029fb3be27f09f4068502f,8121,,
2023,06,ea2350875f58e0465bc31395fc0c3f679481ae63,5d9b937d1096a963e4ec6adfb440d77b907ad48d,56102,,
2023,05,e2472060c7a8977faa30c52fdbbfdf78f489debb,c2f543425fe4cf46eaecbf1e90a419c032f52a7a,7112,,
2021,26,1560f829167021555981d3ac86bee97510f5038b,96ed7a4e511d1c48fff67585c8605bf511be40a0,86919,,
2021,52,18acd140640b0c09c344d62d64d4b72d21cad8e6,53b7da49824501f183f1a0db498858fce7af4ecc,90011,,
2021,26,dd95ff6e880430557387f68fdfe40568572bed61,25c8750e792a5828460003a4db2f79bcf3f6c93f,4661,33121,
2021,02,cfc44e3878818b7003bce018ef20d06b3b2eb9a0,b8ba732601928e6f27df507949a37287366a7545,55101,,
2021,41,cfc44e3878818b7003bce018ef20d06b3b2eb9a0,b8ba732601928e6f27df507949a37287366a7545,55101,,
2021,50,cfc44e3878818b7003bce018ef20d06b3b2eb9a0,b8ba732601928e6f27df507949a37287366a7545,55101,,
2023,03,cfc44e3878818b7003bce018ef20d06b3b2eb9a0,b8ba732601928e6f27df507949a37287366a7545,55101,,
2023,10,a5ed91f2c4899b6f5df615fcc7b699dc5424ece6,5a7731f439eddb970d0bde3800e26a8c7c50342f,43992,,
2021,15,9354521a482cb14a7d1a20f2be128f463dab244b,ac3c7e8268de76830cf4f522b52da04009f7518f,3109,4120,
2022,22,9354521a482cb14a7d1a20f2be128f463dab244b,ac3c7e8268de76830cf4f522b52da04009f7518f,3109,4120,
2021,26,cc3d8bd14003ec2f6076460742caa3e6e0467a38,e744f1867f3cea5ca73954e88d7d549f3d9e64da,1330,4120,8130
2022,20,cc3d8bd14003ec2f6076460742caa3e6e0467a38,e744f1867f3cea5ca73954e88d7d549f3d9e64da,1330,4120,8130
2022,21,cc3d8bd14003ec2f6076460742caa3e6e0467a38,e744f1867f3cea5ca73954e88d7d549f3d9e64da,1330,4120,8130
2021,41,7de439593561c86cdae58768921669259c7c9c3a,b54757454be3915829116ea3413187b61f81a694,6420,,
2022,14,7de439593561c86cdae58768921669259c7c9c3a,b54757454be3915829116ea3413187b61f81a694,6420,,
2021,37,fc598d0f71721c87108b573f6ce31a3024606e38,1350d60525bc5a3e85f11a1ea3d5afa13f1fcde2,74201,9003,
2021,01,9ecf4cbf7e028ab58e5f09b54851fef708f42dbf,d1e889fffc02588dbc67995a64320e6a91529ab2,78202,,
2021,01,2b3b98cc0e4f93dc99e1b6f23424adc79190cdc9,a6b41fb6282c2b2b8728ca94a02510f7ee919acc,66193,7912,
2021,14,bfc29b30a608da6309964d36a4d5786d8bb7e839,794bf4a138f6463965446a4c3ac7b711cfb2dc3b,45112,45201,4532
2021,37,bfc29b30a608da6309964d36a4d5786d8bb7e839,794bf4a138f6463965446a4c3ac7b711cfb2dc3b,45112,45201,4532
2021,01,ab2bdaed7bbcc6f344bbf306cba1f0bda8bfe5b7,b86c85e226bdf12aa4ba13f5ea29d990d0544b5c,1399,85522,74102
2021,09,ab2bdaed7bbcc6f344bbf306cba1f0bda8bfe5b7,b86c85e226bdf12aa4ba13f5ea29d990d0544b5c,1399,85522,74102
2021,38,ab2bdaed7bbcc6f344bbf306cba1f0bda8bfe5b7,b86c85e226bdf12aa4ba13f5ea29d990d0544b5c,1399,85522,74102
2022,01,37954dee2abc7521d16a2a733ce7916d0c963b14,8926015ec1385e1af6dd33d1fccec6c37679f1a3,86221,6420,
2021,16,449e04a8040096cd610ae7b3d45f5f93e3676dfb,e41c5abfe840b111366fab9ef9b7059d194a6711,4333,4332,
2022,16,449e04a8040096cd610ae7b3d45f5f93e3676dfb,e41c5abfe840b111366fab9ef9b7059d194a6711,4333,4332,
2022,31,449e04a8040096cd610ae7b3d45f5f93e3676dfb,e41c5abfe840b111366fab9ef9b7059d194a6711,4333,4332,
2022,39,449e04a8040096cd610ae7b3d45f5f93e3676dfb,e41c5abfe840b111366fab9ef9b7059d194a6711,4333,4332,
2023,01,e42db920ddaa278b0496e30f61b1536556d946c4,aaacad5fb985a7ac4fa71b2b22d7227be0b9dc98,47914,,
2021,48,864094dfa38f90b550cc8313f04042bea1294a20,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94997,,
2021,21,c1c4cfd17baee71d19578c653ac696d8889c8148,dea171dd8fdab58e0bfe461b42fbf9d46fb0181e,7810,85592,
2022,21,c1c4cfd17baee71d19578c653ac696d8889c8148,dea171dd8fdab58e0bfe461b42fbf9d46fb0181e,7810,85592,
2021,17,8a699ab2f7b7de4b534d7967f6aac14a3c07300b,b1ab503725bbebeffb15cc131cdd16216019f014,85599,9003,7311
2021,51,8a699ab2f7b7de4b534d7967f6aac14a3c07300b,b1ab503725bbebeffb15cc131cdd16216019f014,85599,9003,7311
2022,08,8a699ab2f7b7de4b534d7967f6aac14a3c07300b,b1ab503725bbebeffb15cc131cdd16216019f014,3832,4120,4311
2021,31,1a0d7bfae5da63837cc248858d19f5b8b738ba30,e6f411810563ad190334c664f1d21f61b47e672f,64302,,
2022,44,1a0d7bfae5da63837cc248858d19f5b8b738ba30,e6f411810563ad190334c664f1d21f61b47e672f,64302,,
2023,06,1a0d7bfae5da63837cc248858d19f5b8b738ba30,e6f411810563ad190334c664f1d21f61b47e672f,64302,,
2022,02,9038ee16980dcd382c6eb40a8c7d46a6a54cd50f,6ca90addd561d2d46285b6966f72f3edc99d4142,2593,43992,
2021,48,33855cc169b557438238b344cd907cba11ccb6a3,ad03ff88ced03aed00847226cd8763f8062eec49,69101,,
2022,01,33855cc169b557438238b344cd907cba11ccb6a3,ad03ff88ced03aed00847226cd8763f8062eec49,69101,,
2021,38,b18e927eba5656b8501cb0d047cb5a26d5c6ada3,589e8ac26a261f803624dd00c41a000ac4309964,6420,,
2022,18,ae38126ecadc0cc34bdbb8ecde56edad01b246a8,9df4e59647ef18aade2018f43a9254dd91adf26d,4742,6190,4932
2022,30,ae38126ecadc0cc34bdbb8ecde56edad01b246a8,9df4e59647ef18aade2018f43a9254dd91adf26d,4742,6190,4932
2023,06,ae38126ecadc0cc34bdbb8ecde56edad01b246a8,9df4e59647ef18aade2018f43a9254dd91adf26d,4742,6190,4932
2021,05,314d3e069781468531043058b198b4ffee56924e,68d842545121826586252d0e44f55c1d7cad4d27,70221,,
2021,09,02b2097d81f6770e4154daca39dfd7cb3a8031e8,d4261bf7e76424258cd9163fc671171f82905d0a,70221,,
2022,13,8bd7bb8147afb81de3f7516778da00b6c055bb52,3c2c210fd9ab1a83a7c6c8484ec3571039debd62,6202,6201,
2022,50,c60a94be64e096978af450a8394e9d88e68e7897,25deb4cb5c718efb697711f0db012273506a8e42,88101,86919,
2023,07,46e8b873413ab7bbaf12573d4431502e1e8d9bd1,c2f5d85b920a76dab1370d5a58393a5fe8d08bba,7500,,
2021,31,21b92dac16dbb65a18f0ba0831ee1a1bfbbc314c,d08317543ae1cedc8a21fa0e0f6dab5c16e2ef4f,4941,,
2022,11,21b92dac16dbb65a18f0ba0831ee1a1bfbbc314c,d08317543ae1cedc8a21fa0e0f6dab5c16e2ef4f,4941,,
2021,25,3e9ed18691d87372f8a21c1fd54c0eebf81deb26,f0187c1975c1b1d8a4620a2724b752c8c444fc69,8020,46422,4652
2022,17,3e9ed18691d87372f8a21c1fd54c0eebf81deb26,f0187c1975c1b1d8a4620a2724b752c8c444fc69,8020,46422,4652
2021,09,4fdf2dcce7c196c5b8050ec0d5a2b43008e9e61d,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94996,,
2023,01,4fdf2dcce7c196c5b8050ec0d5a2b43008e9e61d,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94996,,
2022,41,cecdfbace0ad2e11fa028339871fbff803edd293,0a1a7a0030046ce6a8ccee4363e48e36dab98110,6420,,
2021,05,43232219e55e50161d3b57338e93d0b19dd1a7b1,a30913799c0cbac42909ad7c00f023ba63a765ae,5913,,
2021,14,43232219e55e50161d3b57338e93d0b19dd1a7b1,a30913799c0cbac42909ad7c00f023ba63a765ae,5913,,
2021,49,a39012a2b4a35a16ca1c8195d5ddfb0310b9943f,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,,,
2021,20,e297feead0e7f4ffbe0668f81820f7037d935157,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,69209,,
2021,06,8a264a812b956116935c41e404aa1f6585fb33e3,4649b6bc5413f96c4a12a1df2fe15172d09cf996,6420,7740,
2021,08,8a264a812b956116935c41e404aa1f6585fb33e3,4649b6bc5413f96c4a12a1df2fe15172d09cf996,6420,,
2022,31,8a264a812b956116935c41e404aa1f6585fb33e3,4649b6bc5413f96c4a12a1df2fe15172d09cf996,6420,,
2021,41,56f989e863ad4c784644a02a5bb2912fadf8c66a,e2c503cdb4d164845056ce6be2ae2dcfa8b594fc,78202,4120,
2022,27,56f989e863ad4c784644a02a5bb2912fadf8c66a,e2c503cdb4d164845056ce6be2ae2dcfa8b594fc,78202,4120,
2021,48,bd19f83b784e1a4da57d5873e74f48acad845286,91d39800f87874de9ff7af266b23f90242584d71,6420,,
2022,48,bd19f83b784e1a4da57d5873e74f48acad845286,91d39800f87874de9ff7af266b23f90242584d71,6420,,
2021,27,1d1e8e8895762a68a1d3a5f00129a3d6dfdecbe1,16f7dbeb4ee4d8f16ec7c70d9926e8244ec97e76,6420,,
2021,41,1d1e8e8895762a68a1d3a5f00129a3d6dfdecbe1,16f7dbeb4ee4d8f16ec7c70d9926e8244ec97e76,6420,,
2022,23,1d1e8e8895762a68a1d3a5f00129a3d6dfdecbe1,16f7dbeb4ee4d8f16ec7c70d9926e8244ec97e76,6420,,
2022,03,21f8fd4d4288b0cd7343f349725589686063b476,6b68eaf7e73a5027903d6507a3330bf9ed8c168f,6420,,
2022,24,21f8fd4d4288b0cd7343f349725589686063b476,6b68eaf7e73a5027903d6507a3330bf9ed8c168f,6420,,
2022,25,21f8fd4d4288b0cd7343f349725589686063b476,6b68eaf7e73a5027903d6507a3330bf9ed8c168f,6420,,
2021,45,6ffebfee89c9c0a717506fb5ca9dd9d4e04ec7eb,c062b2d65f6ca2e3a3ff4dc5dd91c068a849b9fd,6420,,
2022,29,6ffebfee89c9c0a717506fb5ca9dd9d4e04ec7eb,c062b2d65f6ca2e3a3ff4dc5dd91c068a849b9fd,6420,,
2021,01,bd016d2d3de08d0e6ce962b03df11a8e229b70e1,95a387d80dfb7889bce075b7bcf5a77e213f4fa0,96022,,
2021,08,bd016d2d3de08d0e6ce962b03df11a8e229b70e1,95a387d80dfb7889bce075b7bcf5a77e213f4fa0,96022,,
2021,10,cb0c55127c365d819a62e002d59f1adcd85a387c,bbb48db8c624a1b730fea27503b6765c8d326cf8,47914,,
2021,21,cb0c55127c365d819a62e002d59f1adcd85a387c,bbb48db8c624a1b730fea27503b6765c8d326cf8,47914,,
2021,40,d7636c290d364c78c964bee3855f750bcceb2c23,ab281f5ced472241e64bf78b25e688d8f48d9109,4321,,
2021,05,3446c9a8259a3b9d5ba720b921baf7379b11c890,79acf0b79aef1144ab61ad16a7267df59c76f6c0,7311,8220,
2021,44,3446c9a8259a3b9d5ba720b921baf7379b11c890,79acf0b79aef1144ab61ad16a7267df59c76f6c0,7311,8220,
2022,37,3446c9a8259a3b9d5ba720b921baf7379b11c890,79acf0b79aef1144ab61ad16a7267df59c76f6c0,7311,8220,
2021,38,9fcfee705fd4794b090a094b962079eac9dc9338,91bd6da8d8ad89f2cedf9b6425cba9d22776fd54,90011,5920,
2021,04,70b5461b6f3ef31f42422e2f81c444588e42aa62,aa0c751c4f1b0767a310258f3ed9fa19bee4f182,7320,70221,
2021,14,8c4a4d2f23042f02f2a43d6bf83badc07e288fbb,2d0608a017a282941c8df84f12314e3fefb2c010,46472,,
2021,15,8c4a4d2f23042f02f2a43d6bf83badc07e288fbb,2d0608a017a282941c8df84f12314e3fefb2c010,46472,,
2022,07,d72ead9ae8bc5d87407fe3d87a9f4e433a23aa0d,156589f56d61fb11e5c252db7ec2d5219d5c6cd6,5222,33121,9003
2022,43,d72ead9ae8bc5d87407fe3d87a9f4e433a23aa0d,156589f56d61fb11e5c252db7ec2d5219d5c6cd6,5222,33121,9003
2021,10,74c5e34ad8a1197aa81ef27ddc6391281b860ced,8cc86a5a62a5158950facf1d5523e5a9a9d14927,45112,,
2021,48,8409abee4d1d6601d4f958c823498cfaa8feed5c,4fc2c51fa35d626035a1afb6a92392fc8deca40a,50201,,
2022,45,8409abee4d1d6601d4f958c823498cfaa8feed5c,4fc2c51fa35d626035a1afb6a92392fc8deca40a,50201,,
2021,41,f103555b1f19a1521e59e70e17025235647244f2,5ac51bfab7cf37baf71fdf5363e36a78c6e5e779,6420,,
2022,32,f103555b1f19a1521e59e70e17025235647244f2,5ac51bfab7cf37baf71fdf5363e36a78c6e5e779,6420,,
2021,48,c7b3cbea60a39c2dc9659ab5c470a6a58282a926,b8b56817d14f5f4126daec6050022e28b8d6f168,50201,,
2022,45,c7b3cbea60a39c2dc9659ab5c470a6a58282a926,b8b56817d14f5f4126daec6050022e28b8d6f168,50201,,
2021,48,afdd58dc92176edbebb0dbec468783ceef4a8365,85294b6c3726d58085a3762b258e67f52c211f59,50201,,
2022,45,afdd58dc92176edbebb0dbec468783ceef4a8365,85294b6c3726d58085a3762b258e67f52c211f59,50201,,
2022,27,b2252cfe2b2bb0d853309d642f89772dfbb93ad5,0461c8dc78cc28d216beac4a18ef945d85ab562a,74101,,
2021,48,54eb2e66ca149054148a915e804ce0def778eedf,e227bd64858f2d0b8dee9a40a087adfe63452c47,50201,,
2022,45,54eb2e66ca149054148a915e804ce0def778eedf,e227bd64858f2d0b8dee9a40a087adfe63452c47,50201,,
2021,27,bbea98b8778337391e1b871bdbeb795f7739561c,473f47379bae194be590246c6bb0c92203c2f18c,90011,,
2021,48,f40220a01b76a4e81db40d48f67558d73c4d3018,28b634ff263418ffecfd147dc90f7878b3d673d3,5222,,
2022,45,f40220a01b76a4e81db40d48f67558d73c4d3018,28b634ff263418ffecfd147dc90f7878b3d673d3,5222,,
2023,01,dba1ece74d107f89c127305c3a8cec5e3b4cb95b,0d35b58c87a21f280806c9ef8e9f0ebfbfb3931a,4120,,
2021,06,ce3f8925f9704ee38947b1763940195cfa31e6e2,b5877b1a55140aedc57bdad56392767da28c4f2f,85592,86919,70221
2021,13,ce3f8925f9704ee38947b1763940195cfa31e6e2,b5877b1a55140aedc57bdad56392767da28c4f2f,85592,86919,70221
2021,18,032e9e095beff84de507fed9161219887a0aa5b4,a5d4d74fc2d82d18cfde624fcc2165fda25e8cfd,91042,,
2022,30,032e9e095beff84de507fed9161219887a0aa5b4,a5d4d74fc2d82d18cfde624fcc2165fda25e8cfd,91042,,
2021,32,e1b8bb8e062453ed628e4418ff1601ddd490f95f,11bae1103ee3503bcf7298a0be56a8e825b289bc,4110,6420,
2022,28,e1b8bb8e062453ed628e4418ff1601ddd490f95f,11bae1103ee3503bcf7298a0be56a8e825b289bc,4110,6420,
2021,48,716ff8cb3d02ef8ed6cd2508173ae3ffaa61c195,cf5b19a2636c08bdd6068352fd6e05fe9bbf8b26,50201,,
2022,45,716ff8cb3d02ef8ed6cd2508173ae3ffaa61c195,cf5b19a2636c08bdd6068352fd6e05fe9bbf8b26,50201,,
2021,48,90989d7828e0fd6c8ce9eb73df82f4307b076116,59651c79c815e5dddf8c9fd4b1bc52855c32671f,50201,,
2022,45,90989d7828e0fd6c8ce9eb73df82f4307b076116,59651c79c815e5dddf8c9fd4b1bc52855c32671f,50201,,
2021,38,3e6827e9440868c324932397cdedebd71c4242e7,c8ce95b3cd91200588c5782e3b9165ce7574cd8d,64303,,
2022,30,3e6827e9440868c324932397cdedebd71c4242e7,c8ce95b3cd91200588c5782e3b9165ce7574cd8d,64303,,
2021,48,bb979ff877fd27bd195d5fb02c3725e9c4faa46a,c5db7160dea81249c69ac5f9f5a6c4efcee26d19,70102,,
2022,10,63e5c7d7bc7bbdf2768ab20fca95a6f7b50912be,18222b69fd3bb3156b33397139ef6868ec39d6db,43221,,
2022,10,b56b0cb02a4c8dfa4124ef1a2e40025d804105bc,3e9f1e7da61791560430231da005f0564c6adfd4,6420,,
2022,44,b56b0cb02a4c8dfa4124ef1a2e40025d804105bc,3e9f1e7da61791560430231da005f0564c6adfd4,6420,,
2021,22,87ecbbc8d1eba37aafe2f450f2e9c403e8492781,958adbc30e91940194fe1011a6a2919cf9e85606,66193,6622,
2022,06,8fa67df426414d5e5f74812e1f0de990e8aff34e,8551ebde9f02dba507840f02a3a6a58eb52899fd,6420,70222,
2023,04,8fa67df426414d5e5f74812e1f0de990e8aff34e,8551ebde9f02dba507840f02a3a6a58eb52899fd,6420,70222,
2022,02,931db53f7055c66b7519bc57e030234057e48210,558081327ad1c1efd96a74e1bd2bb23ebf3cf55b,6420,,
2022,01,d5ffa7eeaa9984b39f69bad1fbb55b7f88d685e5,3eba4b673e710a1a79ee2f64667013782fcd28e4,6420,,
2023,04,d5ffa7eeaa9984b39f69bad1fbb55b7f88d685e5,3eba4b673e710a1a79ee2f64667013782fcd28e4,6420,,
2022,01,9165f8d669e745d62f01c15b1bc5561a934f57a1,197931ffe3502d8e64734ff1629a6f92f8adb438,6420,,
2021,02,456b331a58be148a6a2be612b64ffdf17972e12d,e67abda9d9bc1925577b7bbfce7c2b2b43f9ec72,88101,,
2021,48,68d2859889abf2c50e0d094514523c72b2c42e7e,90353856d2f6d0265c237dee63503e348b93ee42,86919,,
2021,41,2bfd8fb142a58892f40671a2f42518e013ab522f,62479f4d8ce28cc205612d10ca8468339a4c0104,7112,85592,
2022,32,2bfd8fb142a58892f40671a2f42518e013ab522f,62479f4d8ce28cc205612d10ca8468339a4c0104,7112,85592,
2022,46,2bfd8fb142a58892f40671a2f42518e013ab522f,62479f4d8ce28cc205612d10ca8468339a4c0104,7112,85592,
2023,04,4eb1af3233a38ab9581e1f92ab943f63d7b7cec8,6196c15c307d4a8999e9c0eb8817ff77ecf73854,46499,,
2021,48,8df31efa20cec757a1deca5b2398852107f538a3,df32b07436b44355cc115f175377cbdbc79aac21,7320,,
2022,33,8df31efa20cec757a1deca5b2398852107f538a3,df32b07436b44355cc115f175377cbdbc79aac21,7320,,
2022,39,8df31efa20cec757a1deca5b2398852107f538a3,df32b07436b44355cc115f175377cbdbc79aac21,7320,,
2021,22,33d069f9754511d38f359790bce60576ebf1893f,07787786b6251e838dbfc4267ace7b5227068a63,81221,8121,4120
2022,25,8937f7e61289de03cfc55290d9ddf67ff2065638,b771134ad736fc54c56a517eb96f5b861292d949,4333,4331,
2021,12,27f2137e178cc3f8450a99dafc7f20758e2f8f17,e38b34365ecc78babf73567cd729170b24178a90,93299,77299,5621
2022,15,27f2137e178cc3f8450a99dafc7f20758e2f8f17,e38b34365ecc78babf73567cd729170b24178a90,93299,77299,5621
2021,12,27f2137e178cc3f8450a99dafc7f20758e2f8f17,89cf93a3d0b3da1b0af2d13657fc395b50173ebf,77299,52109,
2022,15,27f2137e178cc3f8450a99dafc7f20758e2f8f17,89cf93a3d0b3da1b0af2d13657fc395b50173ebf,77299,52109,
2021,51,d6681d739317f65fccaf5744bdf4e529261d8526,e37582e9b2ffeba302c43019c580e61f4f3cb9c6,6831,,
2022,22,d6681d739317f65fccaf5744bdf4e529261d8526,e37582e9b2ffeba302c43019c580e61f4f3cb9c6,6831,,
2022,21,9a9faba6f308ca9b15695fc7cc88478fc03cdde0,4dd54946545ed848bbe84256dba54f281fcee5a7,68204,6831,6832
2023,01,9a9faba6f308ca9b15695fc7cc88478fc03cdde0,4dd54946545ed848bbe84256dba54f281fcee5a7,68204,6831,6832
2021,05,3f2652b98b932c8585141451340b5699a9793d31,392f3caad11dce4c649ed273e5614c601acfd100,8211,,
2022,27,b4468e951c6509989e47499fdeb3efb6237c90e4,4d9cca97c8ca510ef562ecb7dac7f7ade10f3482,46499,47914,74102
2021,50,b813fe646b7a426eb7d68fbd0a4c1fd85c4c764e,e2a75f9d23b237c866ce273a018316336dd2f1c1,6420,,
2022,36,b813fe646b7a426eb7d68fbd0a4c1fd85c4c764e,e2a75f9d23b237c866ce273a018316336dd2f1c1,6420,,
2021,33,ba1bc926e8560e378215336dfbb23a7029d47680,e4594f9ccb97f03134e71950df7d48870621ec61,74101,,
2021,44,b6220cfa0cc9596b8cee9c2c3add8b872cc5a490,8264e026e37a5f3ed70e7eaf4d33c2a6bb71ab01,47918,,
2022,26,7b527420a33e6b3ae2ce06cd1d68d22c11e7c459,dfa71853c257bde9a37c605e7f6ac6f103f63704,85592,,
2021,31,d2586730330b3abe801a125c2479ad005661333f,f9f7d7fc2dd8ed540c0f86259d82306fa9e17366,77299,,
2021,14,e39f08d0ea468c642c8f9d2f081dd9a0fbd3a9c9,d52b458b9725554464dcaf3660414909a82bcee4,47892,,
2021,45,1ad041a40c6b188d1d4b613522c0d3605fb52051,3a67efa8bd31cb53f6de7861186d008f138b608d,96021,,
2022,44,1ad041a40c6b188d1d4b613522c0d3605fb52051,3a67efa8bd31cb53f6de7861186d008f138b608d,96021,,
2021,45,1ad041a40c6b188d1d4b613522c0d3605fb52051,e6adc52bed6dcc92bbbbb6ee3129a0c78e93a169,96021,,
2022,44,1ad041a40c6b188d1d4b613522c0d3605fb52051,e6adc52bed6dcc92bbbbb6ee3129a0c78e93a169,96021,,
2022,23,dd49bc9af1200a68efd74983972a1a3416b1b81c,a491bc8b214a09442362d9cc730dfeab49b40f6d,6201,,
2021,32,6bf1fac0ac40c4f31c782fbd2cb4cf490c2cf9f1,71584b67ef7bade76370c00f71afb3c959c5117b,7490,,
2022,02,6bf1fac0ac40c4f31c782fbd2cb4cf490c2cf9f1,71584b67ef7bade76370c00f71afb3c959c5117b,7490,,
2022,45,6bf1fac0ac40c4f31c782fbd2cb4cf490c2cf9f1,71584b67ef7bade76370c00f71afb3c959c5117b,7490,,
2021,19,c2c270e4f13acde3c0a15462a3214e341a9e752f,2b9ffb87d60b105c39fdbcc5e303bc4fa960fca7,6201,7490,7320
2021,24,c2c270e4f13acde3c0a15462a3214e341a9e752f,2b9ffb87d60b105c39fdbcc5e303bc4fa960fca7,7490,,
2022,08,c2c270e4f13acde3c0a15462a3214e341a9e752f,2b9ffb87d60b105c39fdbcc5e303bc4fa960fca7,7490,,
2021,04,6e578ab3b8150ab5dea04d00c96fb0ba8d91b1dd,4f076a6791a8d11ecaf4f06e7b0bf0adf3b2f453,88101,,
2022,24,984180f3435892b6eb46c112b398e0bce53cec51,b997eb23270c3c5595a1f6ce82b8421719c68e1f,56101,,
2022,02,076838110df69070a947a69f2b57a2f2b1c496b8,afb1b70940bd689ff1d696d2e08edef594582308,64302,6420,
2021,33,a95a19d36a3d1efbbd34e633448285aaa156cbf6,e044cbccc7e06aa432e6176c9bbbedac881bb870,64302,70102,
2023,12,a95a19d36a3d1efbbd34e633448285aaa156cbf6,e044cbccc7e06aa432e6176c9bbbedac881bb870,64302,70102,
2021,49,6ef1dcfe1494daaf9d29c041e531715691bdf99b,659f7ce096c2ab5cd0c2c51cd755c63131fc6a0b,6420,,
2022,49,6ef1dcfe1494daaf9d29c041e531715691bdf99b,659f7ce096c2ab5cd0c2c51cd755c63131fc6a0b,6420,,
2022,03,02c66b905407ba087911f86ef1e8ca3d72a8c26e,ac257c1dc83ec6724b40b3b81837e36c40613c36,74101,9003,
2022,24,33ed99200d30e70ccb6af8974efbf965cfab54ce,6acdffd22f0739a5e2e83e921d7393e50ea0e229,85599,,
2021,25,7611bfbd0bd1e29d8f1b324130d33a0939d356dd,914fed376783411e98ccfd8e78777975654dff1b,6832,,
2022,27,7611bfbd0bd1e29d8f1b324130d33a0939d356dd,914fed376783411e98ccfd8e78777975654dff1b,6832,,
2022,52,7611bfbd0bd1e29d8f1b324130d33a0939d356dd,914fed376783411e98ccfd8e78777975654dff1b,6832,,
2021,43,72b636d4440f97dc5a967157ee9f2cdff7415d7e,aa9ae97386ed77b713866e3b41e567aac1a5541a,5630,,
2021,52,e2b730ada4a689df4d2f27f6ffad143b49668ca5,423c16d35e85a6b61cf34f23a7e4fed46332ee27,8621,,
2022,05,c6146dc7dccc9139dac8d86e54733ea700a56b64,3d77314be6db1fa87a9dc7df17e9a517c89f8aeb,2370,46738,
2021,26,c8f262657b6a5c5479487ffc1a87f78d8f09abca,816bb1e693e9098cbe6ec9a427c5e44d01722650,6420,,
2021,41,c8f262657b6a5c5479487ffc1a87f78d8f09abca,816bb1e693e9098cbe6ec9a427c5e44d01722650,6420,,
2022,45,c8f262657b6a5c5479487ffc1a87f78d8f09abca,816bb1e693e9098cbe6ec9a427c5e44d01722650,6420,,
2021,06,eb75b5b900e8a92a9cc0393eb8c60490457e1bc0,640f8e5d84975f01e690845ee0e2564c77fbe3e8,4110,,
2021,27,eb75b5b900e8a92a9cc0393eb8c60490457e1bc0,640f8e5d84975f01e690845ee0e2564c77fbe3e8,4110,,
2022,52,eb75b5b900e8a92a9cc0393eb8c60490457e1bc0,640f8e5d84975f01e690845ee0e2564c77fbe3e8,4110,,
2021,11,4f84cd7fb3fa4627e6668e5b963605d85661cc0e,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94919,88992,
2021,32,093998be4c3bdcd67ca568f09ebbe94d3d1c7b23,276d87d8e55718e7ca96fe6c2e2e60854a957ed3,9609,47717,47783
2021,27,cae113563b3b19813f424e3a66032fa5cb0a1c4e,3b9452dfce81a23ea068137539df196d8351185b,46231,45112,4120
2022,24,c1e4f8249cf2361b003a76d77812b9cceaa7390f,11c7902e52e9c04f78f25fe8e8ba0548ed0b7035,69101,,
2021,12,513ea9a1dbd85653a303f48824bd0a419a708347,fbaa77ceafd64250ac03b3a878bfdf11bcc941f7,70221,,
2022,15,513ea9a1dbd85653a303f48824bd0a419a708347,fbaa77ceafd64250ac03b3a878bfdf11bcc941f7,70221,,
2021,08,13da979d99877c0e26239e5694ba0be976d43f8f,f341dc41529b759350afca834141980720416a65,9003,74102,74101
2021,02,268efcb96f50564ad2c36b981a7a771e5dff7a41,a7e2cebbfcaa7cdac219ef1b3e0acfd1c51297ab,70221,,
