mutation_year,mutation_week,company_id,branch_id,SBIHOOFDACT,SBINEVENACT1,SBINEVENACT2
2023,13,3a55189b999f617cd8cefcbf6cfadc910636ff96,858065a5e41feaa128cc92eae8b054b959afadf8,6420,,
2021,02,f1889e03fe114985a08513eb25da5d05e28646c0,de86ad3b2a12044bf243fbb7d22f2133435d6d17,46741,47915,
2021,03,6cfb9d2924c20aeb2512e7d4c5bd13230e3822ee,2ffb0c5675bbd6f76e67bbcf3a58db25a5be077f,68204,,
2021,52,6cfb9d2924c20aeb2512e7d4c5bd13230e3822ee,2ffb0c5675bbd6f76e67bbcf3a58db25a5be077f,68204,,
2022,51,6cfb9d2924c20aeb2512e7d4c5bd13230e3822ee,2ffb0c5675bbd6f76e67bbcf3a58db25a5be077f,68204,,
2021,08,b52b098f5e237783ab5f5db941e14a593635130c,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,6202,,
2021,41,ad6228fb6ad877452666a5a8f868a97ff91147c8,7d560330bf94c1a0108089fd77ed8fcaa08b2fd7,6420,,
2022,38,ad6228fb6ad877452666a5a8f868a97ff91147c8,7d560330bf94c1a0108089fd77ed8fcaa08b2fd7,6420,,
2022,04,d0b13a2c7888c12c8782ddf37ea4e2a66d8bf113,e7f43d00b525ab14db26b9cf65dc08ac6d7c6ae8,6420,,
2022,09,d0b13a2c7888c12c8782ddf37ea4e2a66d8bf113,e7f43d00b525ab14db26b9cf65dc08ac6d7c6ae8,6420,,
2022,47,d0b13a2c7888c12c8782ddf37ea4e2a66d8bf113,e7f43d00b525ab14db26b9cf65dc08ac6d7c6ae8,6420,,
2021,24,baa1d1639254460daaa931184326db51e2e2f49d,e029dfe9108a2e83163a4e67972502655e8673ea,6420,,
2022,22,baa1d1639254460daaa931184326db51e2e2f49d,e029dfe9108a2e83163a4e67972502655e8673ea,6420,,
2021,01,77f597daf3102877cc5e42ab0f41681866d36aaf,eff74b1ec85a4479e1848bcdfe76fa48bc04aaab,64303,,
2021,24,77f597daf3102877cc5e42ab0f41681866d36aaf,eff74b1ec85a4479e1848bcdfe76fa48bc04aaab,64303,,
2022,04,77f597daf3102877cc5e42ab0f41681866d36aaf,eff74b1ec85a4479e1848bcdfe76fa48bc04aaab,64303,,
2022,10,77f597daf3102877cc5e42ab0f41681866d36aaf,eff74b1ec85a4479e1848bcdfe76fa48bc04aaab,64303,,
2021,51,ad5e1f9295473f8152bc78d0e1523a02e73ee776,7012dbb58748d9eaf3dc62bb71401e9f991e3378,72193,,
2022,46,ad5e1f9295473f8152bc78d0e1523a02e73ee776,7012dbb58748d9eaf3dc62bb71401e9f991e3378,72193,,
2021,06,1c41dc131f9eab2c2f920558effc8f2628fc1af4,6920e5a66f274cdcc7c052d5ad9f6a34db686303,6420,,
2021,05,cc7d7d75c6c4f65b101168e7fd2e0a019b33e010,cf0b922667528819220b7e58a3104a40e5ab15fd,01471,,
2022,25,cc7d7d75c6c4f65b101168e7fd2e0a019b33e010,cf0b922667528819220b7e58a3104a40e5ab15fd,01471,,
2021,26,19583f5e685b4cfbc37d0518ab8cac39ecea7761,68cd09d9e17f5fb69e03f17170e7be55abdf402d,6630,,
2021,28,19583f5e685b4cfbc37d0518ab8cac39ecea7761,68cd09d9e17f5fb69e03f17170e7be55abdf402d,6630,,
2022,27,19583f5e685b4cfbc37d0518ab8cac39ecea7761,68cd09d9e17f5fb69e03f17170e7be55abdf402d,6630,,
2021,13,a05b3b85723f08c4e7aa9fed3ab65a151e98a1f3,9f0bfcf70d0fb6ef830bbfaa33a6ce2b0f098793,46737,,
2021,44,a05b3b85723f08c4e7aa9fed3ab65a151e98a1f3,9f0bfcf70d0fb6ef830bbfaa33a6ce2b0f098793,46737,,
2021,48,a05b3b85723f08c4e7aa9fed3ab65a151e98a1f3,9f0bfcf70d0fb6ef830bbfaa33a6ce2b0f098793,43999,46737,47527
2022,33,a05b3b85723f08c4e7aa9fed3ab65a151e98a1f3,9f0bfcf70d0fb6ef830bbfaa33a6ce2b0f098793,43999,46737,47527
2021,39,46621f6cd0fdf6cf98accb37091ae3ac6b86c936,80f45d84600ab1ecb91845af770109f41a489ba6,6420,,
2022,11,845f3c1ac578fcce9599533af3bb493fc1f150e6,f296006fe4295ab24ea7d7e64b48362f4bededbc,70221,65301,
2021,15,e3dd1d5bcab2a384a095515ca47c00c017a8e595,fc3daeabf805cbacfba71bb9078e1d2d0ddb4946,6420,,
2022,23,e3dd1d5bcab2a384a095515ca47c00c017a8e595,fc3daeabf805cbacfba71bb9078e1d2d0ddb4946,6420,,
2022,01,2bc4e8b2f67fa6f1d1b8cf5f874f5020863c1f5f,f86e1fb396c0851a01df36db3b60bdb3acb3353c,6420,,
2022,39,2bc4e8b2f67fa6f1d1b8cf5f874f5020863c1f5f,f86e1fb396c0851a01df36db3b60bdb3acb3353c,6420,,
2021,24,cbff8e58e351d9eb0e553e691a3a71ca7eafd6da,e98266dd1d9fc5f370fb7c68ad1ceae20911c5a1,6420,64303,
2022,35,cbff8e58e351d9eb0e553e691a3a71ca7eafd6da,e98266dd1d9fc5f370fb7c68ad1ceae20911c5a1,6420,64303,
2022,08,b732b969b2d29d590851b10519ee53c2f2ea29cb,42cfb12fe336b69c925788993414c178057243c0,45311,,
2022,40,b732b969b2d29d590851b10519ee53c2f2ea29cb,42cfb12fe336b69c925788993414c178057243c0,45311,,
2021,46,ea2f3ce475129b571b2773254032516f6e40f61b,823ae713aca37689604e8cc98fe8c1a6a0087045,64302,,
2022,43,ea2f3ce475129b571b2773254032516f6e40f61b,823ae713aca37689604e8cc98fe8c1a6a0087045,64302,,
2022,45,ea2f3ce475129b571b2773254032516f6e40f61b,823ae713aca37689604e8cc98fe8c1a6a0087045,64302,,
2021,10,f3b4f61f53424093bbdc66b940316af11f7304be,f7e1bfd64aabf6fe95acbae343fbd6722052d259,6420,,
2022,03,f3b4f61f53424093bbdc66b940316af11f7304be,f7e1bfd64aabf6fe95acbae343fbd6722052d259,6420,,
2023,09,f3b4f61f53424093bbdc66b940316af11f7304be,f7e1bfd64aabf6fe95acbae343fbd6722052d259,6420,,
2022,49,35ed1d8189044f916b68242708b77d61889a3254,eed078e2ce215b87cdc7c055b60f0272721b2f15,6420,,
2021,15,448254c857cbaac5d7e5fc919350e5758fb698b3,fd9ca8a93524191379cd0d6d83909fd8690c0b11,0170,0161,
2022,01,2fdf4d157e7f7e1480c3b1e5b72672e51810a7f1,8c1b3ad6a6de0c756da9cb1267d4c2c57db422d3,70222,,
2022,51,2fdf4d157e7f7e1480c3b1e5b72672e51810a7f1,8c1b3ad6a6de0c756da9cb1267d4c2c57db422d3,70222,,
2021,48,871748313302352caa6fa631ee22677bab5e9e36,8bc2860aa8176952930c33bf05ee85332acf32c9,6420,,
2022,48,871748313302352caa6fa631ee22677bab5e9e36,8bc2860aa8176952930c33bf05ee85332acf32c9,6420,,
2023,12,871748313302352caa6fa631ee22677bab5e9e36,8bc2860aa8176952930c33bf05ee85332acf32c9,6420,,
2021,09,14231ff5a14bfcace8926a04517bbf2fc793da87,48aeedca8b138e0db000e3c5e16cc7a8609db5e9,45112,,
2022,15,14231ff5a14bfcace8926a04517bbf2fc793da87,48aeedca8b138e0db000e3c5e16cc7a8609db5e9,45203,,
2022,28,14231ff5a14bfcace8926a04517bbf2fc793da87,48aeedca8b138e0db000e3c5e16cc7a8609db5e9,45203,,
2021,49,e347060c2e4346772c533cf70a4be13375f8aeac,a9442d7358dc6bd059857ad35fef03f17a7f7513,64922,,
2022,38,9320c98b479a40591823c9f03376eec0f839cee2,f24a38f1e7de9362cb6ed60b995c361b28dd3a17,45112,,
2022,01,07d2dd9e3f5b84887df227b472215bc22c1ce6e2,3a33c658bcf7248fc1a3bf9c2a367b7dc124dd9c,6420,,
2022,30,07d2dd9e3f5b84887df227b472215bc22c1ce6e2,3a33c658bcf7248fc1a3bf9c2a367b7dc124dd9c,6420,,
2022,29,92a4bb36b5d19db240a28b61b2a9b04bee4d5722,edfedb38dde965f275456028368aebcc24cd74c5,6420,,
2021,01,f62231a2320e90680b3f42cce5769667db4dce54,56c6b03b1b940645f81780ec2933065b1eeb0624,6420,,
2021,52,f62231a2320e90680b3f42cce5769667db4dce54,56c6b03b1b940645f81780ec2933065b1eeb0624,6420,,
2023,11,f62231a2320e90680b3f42cce5769667db4dce54,56c6b03b1b940645f81780ec2933065b1eeb0624,6420,,
2021,01,cfd7c2a17276d7cf45bd3515d653518b2e3fb9c9,9fbf6bd15ca7158153a01cacb5e1456e26fd4f4f,1629,31011,47999
2021,43,922a63eda8b094b3dbe4c240cd4202e4af619960,df26f22e9188252656aa1206d0ba649160818b2a,6420,,
2022,48,922a63eda8b094b3dbe4c240cd4202e4af619960,df26f22e9188252656aa1206d0ba649160818b2a,6420,,
2022,16,eb2f5fe5406fd4ef1deab6c9ffadb6698d6ee382,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,93144,,
2021,52,0dc037e95cb58813622103e248d3c9a820017d66,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,66191,,
2021,52,e75b4fb861c9c52cab9663027ce9940c4a978e4b,17e32a7b7ad65fe30f6d25314f44b69633ef7cda,6420,,
2022,16,e75b4fb861c9c52cab9663027ce9940c4a978e4b,17e32a7b7ad65fe30f6d25314f44b69633ef7cda,6420,,
2021,41,4317cecaadcd7c26c90f80bea030e2570558d420,9e7714a03202edda1255bbd6bb0a55599c065ba1,70222,6202,69203
2022,41,4317cecaadcd7c26c90f80bea030e2570558d420,9e7714a03202edda1255bbd6bb0a55599c065ba1,70222,6202,69203
2023,04,4317cecaadcd7c26c90f80bea030e2570558d420,9e7714a03202edda1255bbd6bb0a55599c065ba1,70222,6202,69203
2021,32,0fec153abd03b49c8a8ee5064efb1051d99dbdc0,46989a360b2e83a702541a74d44990841ae8eb26,6420,,
2022,41,0fec153abd03b49c8a8ee5064efb1051d99dbdc0,46989a360b2e83a702541a74d44990841ae8eb26,6420,,
2021,44,fc6618b025a2d4124792d6ff0887fe6008807296,05b1503fe4777e3d3379e06f33a5a6eb230c6cc7,4651,,
2022,32,fc6618b025a2d4124792d6ff0887fe6008807296,05b1503fe4777e3d3379e06f33a5a6eb230c6cc7,4651,,
2021,14,24fbbb06796c83fed1d72c93da7f914f490a7de8,5579d49eda4e3c2a05aa92a14a025b44790157d6,6420,,
2022,19,24fbbb06796c83fed1d72c93da7f914f490a7de8,5579d49eda4e3c2a05aa92a14a025b44790157d6,6420,,
2022,10,a3593943f10e536232825aabbd98de64649a41db,dd373f478764e2b40fb254d76065dd600140147a,6420,,
2022,40,a3593943f10e536232825aabbd98de64649a41db,dd373f478764e2b40fb254d76065dd600140147a,6420,,
2022,46,a3593943f10e536232825aabbd98de64649a41db,dd373f478764e2b40fb254d76065dd600140147a,6420,,
2022,18,8d5a3fa143cbec1f78129d3ca16f1a02f82b4c3a,6f86e50e07009be88393627b6ab19ed16c8e8953,64301,,
2021,44,ca5065194b85c9ebf63b398839a97bc9af8b9604,e2b739988529f7f7152c16395df77647967654e9,6420,,
2022,44,ca5065194b85c9ebf63b398839a97bc9af8b9604,e2b739988529f7f7152c16395df77647967654e9,6420,,
2022,23,5dae5768353cf14f64e8295784185904cd3c3b26,012769804b3753b0f691bbaf42594359826ea2a2,86919,96022,
2021,45,d074b93a76386fe2afbad5bf2126bbbb364962d1,8431c4af052e562e8568c558df9852cd2f77a7e5,2120,,
2023,05,d074b93a76386fe2afbad5bf2126bbbb364962d1,8431c4af052e562e8568c558df9852cd2f77a7e5,2120,,
2021,04,b243a871dcd4b67369917e72884bd9db257f98f3,38cd85df76eeadeaef478de65130aaab31a5b13a,74102,47918,
2021,44,65d247469b55a2cf30367c65a64e97107556209f,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,,,
2021,51,65d247469b55a2cf30367c65a64e97107556209f,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,,,
2021,18,65d247469b55a2cf30367c65a64e97107556209f,9265b8af4fe22e717084ab76e762715b85b68ca9,70221,,
2021,33,65d247469b55a2cf30367c65a64e97107556209f,9265b8af4fe22e717084ab76e762715b85b68ca9,70221,,
2021,37,65d247469b55a2cf30367c65a64e97107556209f,9265b8af4fe22e717084ab76e762715b85b68ca9,70221,,
2021,44,65d247469b55a2cf30367c65a64e97107556209f,9265b8af4fe22e717084ab76e762715b85b68ca9,70221,,
2021,43,bb206c58ff4215580ca0d1203a7c50f4f3a8a89c,8311a7a3e95d78b59cc0a178b33515e849224f62,96022,,
2022,01,7648438bdd26be917b1a24325fdbfd5ab7f9d08c,8037b49b8c382f5bf33a526bfd70ece346771a2b,6420,,
2022,49,7648438bdd26be917b1a24325fdbfd5ab7f9d08c,8037b49b8c382f5bf33a526bfd70ece346771a2b,6420,,
2021,02,a18e45cf84ddc92b415701886ad63e9ce021d70a,57ccd0d533809efd07108077f5f0712097dc7664,6420,,
2021,27,a18e45cf84ddc92b415701886ad63e9ce021d70a,57ccd0d533809efd07108077f5f0712097dc7664,6420,,
2022,41,a18e45cf84ddc92b415701886ad63e9ce021d70a,57ccd0d533809efd07108077f5f0712097dc7664,6420,,
2021,40,11cf42b36e4aacc103fd619c1afed03e29696d6d,183ff42e218331bbae7a401ff8c543c422cea27e,4120,,
2022,08,62bfbc68b7e89a7d14763d235607179d1525c8cd,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94991,,
2021,51,48a0bfc678a2a2ffba1b7c1c11c7741dc32af7b1,2f6b531b8587503263696918fb09953e809cf673,18123,,
2022,11,48a0bfc678a2a2ffba1b7c1c11c7741dc32af7b1,2f6b531b8587503263696918fb09953e809cf673,18123,,
2022,46,48a0bfc678a2a2ffba1b7c1c11c7741dc32af7b1,2f6b531b8587503263696918fb09953e809cf673,18123,,
2021,02,3e1972415bd863b408d15fa814cb2557be00947e,2270a6442c1fc5b41d6691619a961735d1202a4c,6420,,
2021,48,3e1972415bd863b408d15fa814cb2557be00947e,2270a6442c1fc5b41d6691619a961735d1202a4c,6420,,
2022,52,3e1972415bd863b408d15fa814cb2557be00947e,2270a6442c1fc5b41d6691619a961735d1202a4c,6420,,
2021,01,e71f37e60af481e47b0a25229aac61598c63560f,04ad9520f952dc0bae4c98f289a48ee31fd19047,7112,4662,85592
2021,48,e71f37e60af481e47b0a25229aac61598c63560f,04ad9520f952dc0bae4c98f289a48ee31fd19047,7112,4662,85592
2022,44,e71f37e60af481e47b0a25229aac61598c63560f,04ad9520f952dc0bae4c98f289a48ee31fd19047,7112,4662,85592
2022,52,e71f37e60af481e47b0a25229aac61598c63560f,04ad9520f952dc0bae4c98f289a48ee31fd19047,7112,4662,85592
2021,29,ba2559ae1e42966d1103762d292139464bb5a7d5,041650a2a05c0fa3d827ce1b4d795d2544c5cf15,6420,,
2022,39,ba2559ae1e42966d1103762d292139464bb5a7d5,041650a2a05c0fa3d827ce1b4d795d2544c5cf15,6420,,
2021,11,fc3f6315e6cbc04bbd4d9975554df3684807e586,49ea5157e851d7b11ba84aad43afda2cf991fcbf,94993,69101,
2021,45,a41af38723eca7e8aa3f4e9be6e4434c5285c974,0e36976d23bb4b6beac537fe860a3009b6b9a544,6420,,
2023,01,a41af38723eca7e8aa3f4e9be6e4434c5285c974,0e36976d23bb4b6beac537fe860a3009b6b9a544,6420,,
2021,41,648b97445f938b2521ccaec815211f8ad124ff78,7636b8f25f10d94125f1e4ebf42b9514b651e108,6420,,
2021,52,648b97445f938b2521ccaec815211f8ad124ff78,7636b8f25f10d94125f1e4ebf42b9514b651e108,6420,,
2021,41,89effc979cf23e59c47a1aa3eac334fc65fabf6f,4fa445c9325a65a894b8bee8acff382df7ebf29f,4110,78202,
2021,45,89effc979cf23e59c47a1aa3eac334fc65fabf6f,4fa445c9325a65a894b8bee8acff382df7ebf29f,4110,78202,
2021,18,bac15db17b20a17af307d30488bf9ecadee2f2cc,a75af49942a899f3837b43b18ca1ac9c6b85f988,6420,,
2022,26,bac15db17b20a17af307d30488bf9ecadee2f2cc,a75af49942a899f3837b43b18ca1ac9c6b85f988,6420,,
2021,28,fed9f3a9e1d2c82fa4b4d758a13f2617587670c5,462f40103ad1108de7e3351df5fa2aa4bad0f82e,6420,,
2022,25,fed9f3a9e1d2c82fa4b4d758a13f2617587670c5,462f40103ad1108de7e3351df5fa2aa4bad0f82e,6420,,
2022,02,0ca0db562928d49dd6308e3245b420af5c5a1a56,344b2c0b8479ac696e964a9fba81273e6f1d59cf,6201,6202,
2022,06,0ca0db562928d49dd6308e3245b420af5c5a1a56,344b2c0b8479ac696e964a9fba81273e6f1d59cf,6201,6202,4120
2021,19,5896215e406182e0c7ff85949c30fb41b3bad4af,af0a6b2bfde6fb051bafc1b16e0404edf16a4cf6,55201,,
2021,26,5896215e406182e0c7ff85949c30fb41b3bad4af,af0a6b2bfde6fb051bafc1b16e0404edf16a4cf6,55201,,
2021,01,50f64d65b7b2b547beadf69fda170e170471c8ac,146d9160ba720c4c8ed6046f3d05ec681b818abc,6420,,
2021,11,50f64d65b7b2b547beadf69fda170e170471c8ac,146d9160ba720c4c8ed6046f3d05ec681b818abc,6420,,
2021,47,50f64d65b7b2b547beadf69fda170e170471c8ac,146d9160ba720c4c8ed6046f3d05ec681b818abc,6420,,
2021,15,b200447247d051e3b27212ec2f05152def2a1a50,ee9bd2444ce80a41d5188290413b9602b1f0ffd5,43993,,
2021,07,9a4dcb4db353b19993076e2e031c3b55cddd9c45,75533ba3843c5dfa72f3ccaa015b314cc33e2dd5,69102,,
2022,04,9a4dcb4db353b19993076e2e031c3b55cddd9c45,75533ba3843c5dfa72f3ccaa015b314cc33e2dd5,69102,,
2022,22,9a4dcb4db353b19993076e2e031c3b55cddd9c45,75533ba3843c5dfa72f3ccaa015b314cc33e2dd5,69102,,
2021,03,bd192183e92dd0e8a4c64753a6d85fe55e3519a7,96b2edbf6107f1ad9634d5244b649bb4e285df17,85599,9003,
2021,20,bd192183e92dd0e8a4c64753a6d85fe55e3519a7,96b2edbf6107f1ad9634d5244b649bb4e285df17,85599,47918,
2021,23,bd192183e92dd0e8a4c64753a6d85fe55e3519a7,96b2edbf6107f1ad9634d5244b649bb4e285df17,85599,47918,
2021,25,9f5c421f77c98f3f0fafe6e6e69af048d46de9e0,9c1ca0e46ca7d57164c2c79c13cde6872bc42c47,6420,,
2022,06,9f5c421f77c98f3f0fafe6e6e69af048d46de9e0,9c1ca0e46ca7d57164c2c79c13cde6872bc42c47,6420,,
2022,41,9f5c421f77c98f3f0fafe6e6e69af048d46de9e0,9c1ca0e46ca7d57164c2c79c13cde6872bc42c47,6420,,
2021,52,b99d53340a1dce5fe15073a6fd8d8e59a23c911e,29de42a5d0b6b33b9be0e97e11a1d4e6b37d572e,6420,,
2021,19,b9d6f39f48f2cc62de82e7d8e4bb616ac763da7c,440f00c9e952de0251d570848766b5d535d621ed,6420,,
2021,31,b9d6f39f48f2cc62de82e7d8e4bb616ac763da7c,440f00c9e952de0251d570848766b5d535d621ed,6420,,
2021,36,b9d6f39f48f2cc62de82e7d8e4bb616ac763da7c,440f00c9e952de0251d570848766b5d535d621ed,6420,,
2022,43,b9d6f39f48f2cc62de82e7d8e4bb616ac763da7c,440f00c9e952de0251d570848766b5d535d621ed,6420,,
2022,03,4b69229b876492123c7a4e772fd67b8e2e41d5df,32c62f85db78d65b278bab1f8ccc53fd80478b08,6420,,
2022,52,4b69229b876492123c7a4e772fd67b8e2e41d5df,32c62f85db78d65b278bab1f8ccc53fd80478b08,6420,,
2021,25,9ee6312789ccc81a0562c305a217ed371b9aa8e5,124d832ac5649486f0ef478df4e9d47fa02bdd2e,7490,,
2022,06,9ee6312789ccc81a0562c305a217ed371b9aa8e5,124d832ac5649486f0ef478df4e9d47fa02bdd2e,7490,,
2022,41,9ee6312789ccc81a0562c305a217ed371b9aa8e5,124d832ac5649486f0ef478df4e9d47fa02bdd2e,7490,,
2021,31,836740252576a618dabb4829ab0c0331f9c9efc7,711069fd1915f258a4775e48315cc5c35b4598ce,6420,,
2022,28,836740252576a618dabb4829ab0c0331f9c9efc7,711069fd1915f258a4775e48315cc5c35b4598ce,6420,,
2021,07,b4220841eff796be792d39624e56656aabf0b834,4c75a2bfc0fd3186b812eb3d32a040cc00a76163,4120,4334,
2021,31,b4220841eff796be792d39624e56656aabf0b834,4c75a2bfc0fd3186b812eb3d32a040cc00a76163,4120,4334,
2022,28,b4220841eff796be792d39624e56656aabf0b834,4c75a2bfc0fd3186b812eb3d32a040cc00a76163,4120,4334,
2021,52,c2a8edbf67f2e6cef836f9dbd09c0e3c7978ba98,12058077828271ac753857430f854f1f367de129,6420,,
2023,05,c2a8edbf67f2e6cef836f9dbd09c0e3c7978ba98,12058077828271ac753857430f854f1f367de129,6420,,
2021,05,4575d66697084eaff8f3db2674f6080002db0ee0,18df5039a9d05cf98c057960bafe7a556e0bc8b4,86929,,
2021,31,4575d66697084eaff8f3db2674f6080002db0ee0,18df5039a9d05cf98c057960bafe7a556e0bc8b4,86929,,
2021,37,4575d66697084eaff8f3db2674f6080002db0ee0,18df5039a9d05cf98c057960bafe7a556e0bc8b4,86929,,
2022,28,4575d66697084eaff8f3db2674f6080002db0ee0,18df5039a9d05cf98c057960bafe7a556e0bc8b4,86929,,
2021,42,e781944bbcc73141fe60e1a9a5596639ead70f8f,962b82d1fe60573198e52e9757da29c416809a88,2899,,
2022,42,e781944bbcc73141fe60e1a9a5596639ead70f8f,962b82d1fe60573198e52e9757da29c416809a88,2899,,
2021,22,2d8a72a9c204fba66a2fdedf9c9305a089bb1574,5fcb85dabcca1c37454fe5c7e788b48efb62818d,70221,85599,78202
2022,33,2d8a72a9c204fba66a2fdedf9c9305a089bb1574,5fcb85dabcca1c37454fe5c7e788b48efb62818d,70221,85599,78202
2021,40,b8bd59903379ac0a987be2a4acbe5dd0d67cf74d,7c419168993cfa223b5ac13ab07f71a16614d54a,4120,,
2022,46,b8bd59903379ac0a987be2a4acbe5dd0d67cf74d,7c419168993cfa223b5ac13ab07f71a16614d54a,4120,,
2021,38,be1eb79fc3fb89793a793d86773216ce8d2c3a17,b2e7cb0235345275f4610ed544acae1f98882b98,96021,,
2022,46,be1eb79fc3fb89793a793d86773216ce8d2c3a17,b2e7cb0235345275f4610ed544acae1f98882b98,96021,,
2021,19,f2757bd3bc40dea4d43f3cb4ab431f08148cbae8,a109ba10890573f73b4f8b4399756b1fc4e3c88b,72193,,
2022,40,f2757bd3bc40dea4d43f3cb4ab431f08148cbae8,a109ba10890573f73b4f8b4399756b1fc4e3c88b,72193,,
2023,02,f2757bd3bc40dea4d43f3cb4ab431f08148cbae8,a109ba10890573f73b4f8b4399756b1fc4e3c88b,72193,,
2021,05,3394ee267bc788e3a96a7063eecd12d3b75ab830,08edade71cfcd7bd3c71c6cfd4d7fdea3b216739,6420,70221,
2021,31,3394ee267bc788e3a96a7063eecd12d3b75ab830,08edade71cfcd7bd3c71c6cfd4d7fdea3b216739,6420,70221,
2022,15,3394ee267bc788e3a96a7063eecd12d3b75ab830,08edade71cfcd7bd3c71c6cfd4d7fdea3b216739,6420,70221,
2023,03,3394ee267bc788e3a96a7063eecd12d3b75ab830,08edade71cfcd7bd3c71c6cfd4d7fdea3b216739,6420,70221,
2021,52,7c2f1d52eb0463ec11a15e58269ff7f7479d5368,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94993,,
2022,02,7c2f1d52eb0463ec11a15e58269ff7f7479d5368,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94993,,
2021,25,4157a0a606dba38b5f71afadbd2b255bf689d8af,5bd17815a4ec4ca7d4fe1146d58d4a90637af765,6420,,
2022,17,4157a0a606dba38b5f71afadbd2b255bf689d8af,5bd17815a4ec4ca7d4fe1146d58d4a90637af765,6420,,
2021,06,74bde5ba78e8701f50857925429b3cd1c9d35061,884db6b6021f1bce657cbcf4e9cef69e3d1d3f19,68204,4120,
2022,08,74bde5ba78e8701f50857925429b3cd1c9d35061,884db6b6021f1bce657cbcf4e9cef69e3d1d3f19,68204,4120,
2023,07,74bde5ba78e8701f50857925429b3cd1c9d35061,884db6b6021f1bce657cbcf4e9cef69e3d1d3f19,68204,4120,
2021,14,aff17bf44f53f91c8ad5ced39e23c887ebf0a251,3dfcdc3e36634d59ab90c83ceeff5853da8eb9a7,6420,,
2021,16,8cc7ba2641c99a9b2c9154bff009a4a5e858044f,37899f4b3345d602538ff2b1589ba6f33cfe417c,6420,,
2022,22,8cc7ba2641c99a9b2c9154bff009a4a5e858044f,37899f4b3345d602538ff2b1589ba6f33cfe417c,6420,,
2023,13,8cc7ba2641c99a9b2c9154bff009a4a5e858044f,37899f4b3345d602538ff2b1589ba6f33cfe417c,6420,,
2022,38,b326c9438e6ef28b604018ce0d80bd04ae73479b,0bac8930fa31a236bd3d284697b5ef69ba8bac3b,70221,,
2023,03,b326c9438e6ef28b604018ce0d80bd04ae73479b,0bac8930fa31a236bd3d284697b5ef69ba8bac3b,70221,,
2023,07,6570b91d26debae1db21086734a4bcc9b79e8bba,c820e8bb42f044c2f1041c0b597dd1287f8ad940,77299,,
2021,23,fbf78a42670ab8437ef0cb46eb2063cacc0e6437,276ee29c7c8979200c0b36a390096cfa4e95c0fc,1200,6420,
2022,20,fbf78a42670ab8437ef0cb46eb2063cacc0e6437,276ee29c7c8979200c0b36a390096cfa4e95c0fc,1200,6420,
2021,16,ac7700ebbf8f0fec117f65bc9a4b8751d9cce136,cfbd0564117411ea4ef91073dc6f7c81cd29445f,6420,,
2022,45,ac7700ebbf8f0fec117f65bc9a4b8751d9cce136,cfbd0564117411ea4ef91073dc6f7c81cd29445f,6420,,
2021,51,4ff82a96a3decfe463ebdf94ae9a782056b54172,68354ab5bdf8845c29438ceec2499de700e390d4,2651,46695,
2023,04,4ff82a96a3decfe463ebdf94ae9a782056b54172,68354ab5bdf8845c29438ceec2499de700e390d4,2651,46695,
2021,24,b0ffc849dd5b8fa84cdadddb1b777ca45f6c2e9a,fdad8bde43f0494abb827f9ede1c1416539f287d,6420,,
2021,34,be7e71b98921551dfbab8e40832da164056f31eb,23e78ca0210faf2451b613fd2f9fcba0c71d7046,70221,78202,6202
2022,31,be7e71b98921551dfbab8e40832da164056f31eb,23e78ca0210faf2451b613fd2f9fcba0c71d7046,70221,78202,6202
2021,34,be7e71b98921551dfbab8e40832da164056f31eb,8078bea81df72e5ae767016b1a38ca0f8397bb98,70221,,
2022,31,be7e71b98921551dfbab8e40832da164056f31eb,8078bea81df72e5ae767016b1a38ca0f8397bb98,70221,,
2021,36,4e7c9cf8693812fa66eaa288ec80160685cce41e,43dc213826164556972821125f2da5f9225f549e,7112,6420,
2022,48,4e7c9cf8693812fa66eaa288ec80160685cce41e,43dc213826164556972821125f2da5f9225f549e,7112,6420,
2021,29,61b4013524aabd8dacdbf44d2e49afadca23730e,39823e90d746a84290cd55de691e8621833a2407,64303,,
2021,28,2fe5c6f122394a6a0fbb64a6d84e2ab6639ad9e0,a6680e2db126ee5108d6c9485bb5981073b53794,01472,,
2022,33,53e66304e860447a9021cef04e5e03f851724f17,b97bcaa06f24122e9da8deae1756f01991be82ba,90011,85599,
2022,38,53e66304e860447a9021cef04e5e03f851724f17,b97bcaa06f24122e9da8deae1756f01991be82ba,90011,85599,
2023,03,ac0d2d62ad7096bf5a9914d58c146bd291a56b47,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94997,,
2021,03,9f1ee841cc50ec66db1a8768252e72306ae8da87,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94997,,
2021,13,9f1ee841cc50ec66db1a8768252e72306ae8da87,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94997,,
2021,47,abd3f71535eabdb950071d05cfdf79235b81c1ec,5ef257d33f973bd633d3247ad034ac2d16683b9d,6420,,
