code,descr_short_nl,descr_short_en,status
8412,Openb.best.ohgv gez.z./ond./cult./welz.,"Regul. of health care, education, cultural/social servic. (no social security)",1
8413,Openbaar bestuur ohgv het bedrijfsleven,Regulation of and contribution to more efficient operation of businesses,1
842,Overheidsdiensten,Provision of services to the community as a whole,1
8421,Buitenlandse zaken,Foreign affairs,1
8422,Defensie,Defence activities,1
8423,Justitie,Justice and judicial activities,1
84231,Rechtspraak,Judiciary,1
84232,Ministerie van Justitie/gevangeniswezen,Ministry of justice and prisons,1
8424,Politie,Public order and safety activities,1
8425,Brandweer,Fire service activities,1
843,Verplichte sociale verzekeringen,Compulsory social security activities,1
8430,Verplichte sociale verzekeringen,Compulsory social security activities,1
84300,Verplichte sociale verzekeringen,Compulsory social security activities,1
843002,Verpl. sociale inkomensdervingsverzek.,Compulsory social  income loss insurance,1
843003,Verpl. sociale demografische verzek.,Compulsory demographic social security,1
843004,Overige verplichte sociale verzekeringen,Other compulsory social security activities,1
,Onderwijs,Education,1
85,Onderwijs,Education,1
851,Preprimair onderwijs,Pre-primary education,1
8510,Preprimair onderwijs,Pre-primary education,1
852,Primair en speciaal onderwijs,Primary education,1
8520,Primair en speciaal onderwijs,Primary education,1
85201,Basisonderwijs voor leerplichtigen,Primary education,1
85202,Speciaal basisonderwijs,Special primary education,1
85203,Speciaal onderwijs in expertisecentra,Special education excellence,1
853,Voortgezet onderwijs,Secondary education,1
8531,Algemeen vormend voortgezet onderwijs,General secondary education,1
85311,Havo en vwo,Higher general secondary education and pre-university education,1
85312,Voorbereidend middelbaar beroepsonderw.,Preparatory secondary vocational education,1
85313,Praktijkonderwijs,Practice education,1
85314,Brede scholengemeens. voor voortg. ond.,Wide schools to secondary education,1
8532,Middelbaar beroepsonderwijs en educatie,Technical and vocational secondary education,1
85321,Middelbaar beroepsonderwijs,Secondary vocational,1
85322,Educatie,Education,1
85323,Middelb. ber.onderw. en educatie (comb.),Secondary vocational and education (combined),1
854,Tertiair onderwijs,Higher education,1
8541,Niet-universitair hoger onderwijs,Post-secondary non-tertiary education,1
8542,Universitair hoger onderwijs,Tertiary education,1
855,Overig onderwijs,Other education,1
8551,Sport- en recreatieonderwijs,Sports and recreation education,1
85511,Zeil- en surfscholen,Sailing- and surf schools,1
85519,Overig sport- en recreatieonderwijs,Other sports and recreation education,1
8552,Cultureel onderwijs,Cultural education,1
85521,Dansscholen,Dance schools,1
85522,Kunstzinnige vorming voor amateurs,Artistic creation of amateurs (not dance schools),1
8553,Auto- en motorrijscholen,Driving school activities,1
8559,Overig onderwijs n.e.g.,Other education n.e.c.,1
85591,Afstandsonderwijs,Distance learning,1
85592,Bedrijfsopleiding en -training,Corporate training,1
85599,Studiebegeleiding/vorming/onderwijs neg,"Study, training and education n.e.c.",1
856,Dienstverlening voor het onderwijs,Educational support activities,1
8560,Dienstverlening voor het onderwijs,Educational support activities,1
,Gezondheids- en welzijnszorg,Human health and social work activities,1
86,Gezondheidszorg,Human health activities,1
861,Ziekenhuizen,Hospital activities,1
8610,Ziekenhuizen,Hospital activities,1
86101,Universitair medische centra,Associate medical centres,1
86102,Algemene ziekenhuizen,General hospitals,1
86103,Categorale ziekenhuizen,Categorale hospitals,1
861031,Revalidatiecentra met overnachting,Rehabilitation centres with accommodation,1
861032,Categorale ziekenh. (geen revalidatiec.),Categorical hospitals (no rehabilitation centres),1
86104,Geestelijke gez.-/versl.zorg met overn.,Mental health- and addiction care with overnight stay,1
862,Medische en tandheelkundige praktijken,Medical and dental practice activities,1
8621,Praktijken van huisartsen,General medical practice activities,1
8622,Praktijken medisch spec./med. dagbehand.,Specialist medical practice activities,1
86221,Praktijken medisch spec./med. dagbehand.,Practices of medical specialists and outpatient medical centers,1
862211,Praktijken van medisch specialisten,Practices of medical specialists (no dental or psychiatry),1
862212,Privé-klinieken zonder overnachting,Private clinics and independent treatment centres without accommodation,1
862213,Abortusklinieken,Abortion clinics,1
862214,Oncologische/radiotherapeutische inst.,Institutes for oncology and radiotherapy,1
862219,Overige klinieken zonder overnachting,Other clinics without accommodation,1
86222,Praktijken psychiaters/dagbeh.geest.g.z.,Psychiatrists and day-care centres for social health,1
862221,Praktijken van psychiaters,Practices of psychiatrists,1
862222,Dagbehandelcentra geestelijke gez.zorg,Day treatment for mental health and addiction care,1
8623,Tandartspraktijken,Dental practice activities,1
86231,Praktijken van tandartsen,Practices of dentists,1
86232,Praktijken tandheelkundig specialisten,Practices of dental specialists,1
862321,Praktijken van kaakchirurgen,Practices of oral surgeons,1
862322,Praktijken van orthodontisten,Practices of orthodontists,1
869,Paramedische prakt. zonder overnachting,Other human health activities,1
8690,Paramedische praktijken en overige gezondheidszorg zonder overnachting,Other human health activities,1
8691,Praktijken van verloskundigen/paramedici,Practices of birth attendants and paramedics,1
86911,Praktijken van verloskundigen,Practices of birth attendants,1
86912,Praktijken van fysiotherapeuten,Practices of physiotherapists,1
86913,Praktijken van psychotherapeuten en -logen,Practices of psychologists/-therapists,1
86919,Overige paramedische praktijken,Other param. practices (no physiother./psychology) and alternative healers,1
869191,Prakt. oefentherap. Cesar/Mensendieck,Practices of therapists Cesar and Mensendieck,1
869199,Overige paramedische praktijken,Other allied practices (no physiotherapy; no psychology; no alternative healers),1
8692,Ov. aanbieders gez.zorg. zonder overn.,Other providers of health care without overnight and health support services,1
86921,Gezondheidscentra,Health centres,1
86922,Arbobegeleiding en reïntegratie,Health counselling and reintegration,1
86923,Preventieve gezondh.zorg (geen arbobeg.),Preventive health care (no safety guidance),1
86924,Medische laboratoria/trombosediensten ed,"Medical laboratories, thrombosis treatment and other services supporting researc",1
86925,Ambulancediensten en centrale posten,Ambulance services and central posts,1
86929,Samenwerkingsorganen ohgv gez.zorg,Cooperation bodies in the field of health care and other health support services,1
869291,Overkoepelende organen ohgv gez.zorg,"Umbrella, coop. and advisory bodies and funds in the field of health care",1
869299,Ov. gez.zorgondersteunende diensten neg,Other healthcare supporting services n.e.c.,1
87,Verpleging/verzorging/begel. met overn.,Residential care activities,1
871,Verpleeghuizen,Residential nursing care activities,1
8710,Verpleeghuizen,Residential nursing care activities,1
872,Huizen/dagverbl. verstandelijk gehand.,Residential and day care for mental retardation,1
8720,Huizen/dagverbl. verstandelijk gehand.,Residential and day care for mental retardation,1
87200,Huizen/dagverbl. verstandelijk gehand.,Residential and day care for mental retardation,1
872001,Huizen voor verstandelijk gehandicapten,"Residential care activities for mental retardation, mental health and substance ",0
872002,Dagverbl. verstandelijk gehandicapten,"Day care activities for mental retardation, mental health and substance abuse",0
873,Huizen/dagverbl. niet-verstand. gehand.,Residential care activities for the elderly and disabled,1
8730,Huizen/dagverbl. niet-verstand. gehand.,Residential care activities for the elderly and disabled,1
87301,Huizen/dagverbl. niet-verstand. gehand.,Residential care activities for the disabled,1
873011,Huizen voor niet-verstand. gehandicapten,Residential care activities for the disabled,1
873012,Dagverbl. voor niet-verstand. gehandic.,Day care activities for the disabled,1
87302,Verzorgingshuizen,Care homes,1
879,Jeugdzorg/maatschapp. opvang met overn.,Other residential care activities,1
8790,Jeugdzorg/maatschapp. opvang met overn.,Other residential care activities,1
87901,Jeugdzorg (met overnacht. en dagverbl.),Youth care with overnight stay and day care centres for youth care,1
879011,Jeugdzorg met verblijfsaccommodatie,Youth care with accommodation,1
879012,Dagverblijven voor jeugdzorg,Day care activities for youth care,1
87902,Maatschappelijk opvang met overnachting,Social care with overnight stay,1
879021,Maatschappelijk opvang volwassenen,"Social care for adults, with accommodation",1
879022,Internaten/herst.oorden/asielzoekersc.,"Boarding schools, convalescent centers and asylum centres",1
88,Maatschapp. dienstverl. zonder overn.,Social work activities without accommodation,1
881,Maats.dienstv.z.overn.ouderen/gehandic.,Social work activ. excl. accomm. for the elderly and disabled,1
8810,Maats.dienstv.z.overn.ouderen/gehandic.,Social work activities without accommodation for the elderly and disabled,1
88101,Thuiszorg,Home care,1
88102,Welzijnswerk voor ouderen,Welfare work for elderly,1
88103,Ondersteuning/begeleiding gehandicapten,Support and guidance of disabled,1
889,Maatschapp. dienstverl. zonder overn.,Other social work activities without accommodation,1
8891,Kinderopvang en peuterspeelzaalwerk,Child- and toddler day-care,1
88911,Kinderopvang,Child day-care,0
88912,Peuterspeelzaalwerk,Toddler day-care,0
8899,Ambulante jeugdzorg/maatschappelijk werk,"Ambulatory youth, other social work activities without accommodation n.e.c.",1
8899,Ambulante jeugdzorg/maatschappelijk werk,"Ambulatory youth, other social work activities without accommodation n.e.c.",2
88991,Ambulante jeugdzorg,Ambulatory youth care,1
88992,Maatschappelijk werk,Social work activities,1
889921,Algemeen maatschappelijk werk,General social work activities,1
889922,Specifiek maatschappelijk werk,Specific social work activities,1
88993,Lokaal welzijnswerk,Local welfare,1
889931,Sociaal-cultureel werk,Socio-cultural work,1
889932,Brede welzijnsinstellingen,Multifunctional organisations for welfare,1
88999,Overig maatsch.adv./gemeenschapshuizen,"Other civil advice, community homes and coop. bodies in welfare",1
889991,Zelfhulpgroepen /onderlinge begeleiding,Self-help groups and mutual assistance,1
889993,Exploitatie van gemeenschapshuizen,Exploitation of community homes,1
889994,Overkoepelende organen e.d. (welzijnsw.),"Umbrella bodies, coop./advisory bodies and funds for social work",1
889999,Overige maatschappelijke dienstverlening,"Other social services, advice and information",1
,"Kunst, amusement en recreatie","Arts, entertainment and recreation",1
90,Kunst,"Creative, arts and entertainment activities",1
900,Kunst,"Creative, arts and entertainment activities",1
9001,Podiumkunst en -vermaak,Performing arts,1
90011,Beoefening van podiumkunst,Practice of performing arts,1
90012,Producenten van podiumkunst,Producers of performing arts,1
90013,Circus en variété,Circus,1
9002,Dienstverlening voor uitvoerende kunst,Support activities to performing arts,1
9003,Schrijven en overige scheppende kunst,Artistic creation,1
90030,Schrijven en overige scheppende kunst,Artistic creation,1
900301,Journalistiek,Journalism,1
900302,Scheppende kunst/documentaire schrijvers,Artistic creation and documentary writers,1
9004,Theaters/schouwburgen/evenementenhallen,Operation of arts facilities,1
90041,Theaters en schouwburgen,"Theatres, opera houses and concert halls",1
90042,Evenementenhallen,Event halls,1
91,Cult.uitl.centra/openb.archieven/tuinen,"Libraries, archives, museums and other cultural activities",1
910,Cult.uitl.centra/openb.archieven/tuinen,"Libraries, archives, museums and other cultural activities",1
9101,Cult. uitleencentra/openbare archieven,Library and archives activities,1
91011,Openbare bibliotheken,Public libraries,1
91012,Kunstuitleencentra,Art lending centres,1
91019,Ov. cult. uitleencentra en openb. arch.,Other cultural lending centres and public archives,1
9102,Musea/kunstgalerieën/-expositieruimten,"Museums, art galleries and exhibition areas",1
91021,Musea,Museums,1
91022,Kunstgalerieën en -expositieruimten,Art galleries and exhibition areas,1
9103,Monumentenzorg,Preservation of historical buildings,1
9104,Dieren- en plantentuinen; natuurbehoud,Botanical and zoological gardens and nature reserves activities,1
91041,"Dieren-/plantentuinen, kinderboerderijen",Botanical and zoological gardens and children farms,1
91042,Natuurbehoud,Nature reserves activities,1
92,Loterijen en kansspelen,Gambling and betting activities,1
920,Loterijen en kansspelen,Gambling and betting activities,1
9200,Loterijen en kansspelen,Gambling and betting activities,1
92001,Loterijen/kansspelen(geen amusem.autom.),Gambling and betting activities (no amusement machines),1
92009,Exploitatie amusements-/speelautomaten,Exploitation of amusement and gaming machines,1
93,Sport en recreatie,Sports activities and amusement and recreation activities,1
931,Sport,Sports activities,1
9311,Sportaccommodaties,Operation of sports facilities,1
93111,Zwembaden,Swimming pools,1
93112,"Sporthallen, sportzalen en gymzalen","Sports halls, gymnasia and a gymnasium",1
93113,Sportvelden,Sports fields,1
93119,Overige sportaccommodaties,Other sports facilities,1
9312,Buitensport,Activities of sport clubs,1
93121,Veldvoetbal,Football,1
93122,Veldsport in teamverband (geen voetbal),"Field sports (team practiced, no football)",1
93123,Atletiek,Athletics,1
93124,Tennis,Tennis,1
93125,Paardensport en maneges,Horseback riding and riding schools,1
93126,Wielersport,Wheelers sports,1
93127,Auto- en motorsport,Car- and motorsports,1
93128,Wintersport,Winter sports,1
93129,Overige buitensport,Other outside sports,1
9313,Fitnesscentra,Fitness facilities,1
9314,Binnensport,Inside sports,1
93141,Individuele zaalsport,Individual hall sports,1
93142,Zaalsport in teamverband,Teamwork hall sports,1
93143,Kracht- en vechtsport,Strength sports and martial arts,1
93144,"Bowlen, kegelen, biljarten e.d.","Bowling, ninepins, pool, etc.",1
93145,Denksport,Strategy,1
93146,Sportscholen,Gyms,1
93149,Overige binnensport en omnisport,Other inside sports,1
9315,Watersport,Water sports,1
93151,Zwem- en onderwatersport,Swimming sports and underwater sports,1
93152,"Roei-, kano-, zeil- en surfsport e.d.","Rowing, canoeing, sailing and surfing sports, etc.",1
9319,Overige sportactiviteiten,Other sports activities,1
93191,Beroepssportlieden,Professional athletes,1
93192,Hengelsport,Sport fishing,1
93193,Verzorgen van vistochten,Arrange of fishing trips,1
93194,Supportersverenigingen (sport),Supporters associations (sports-),1
93195,Organiseren van sportevenementen,Organising of sporting events,1
93196,Overkoepelende organen e.d. (sport),Umbrella bodies and coop./adv. bodies for sport,1
93199,Overige sportactiviteiten n.e.g.,Other sports activities n.e.c.,1
932,Overige recreatie,Amusement and recreation activities,1
9321,Pret- en themaparken; kermisattracties,Activities of amusement parks and theme parks; fair attractions,1
93211,Pret- en themaparken,Activities of amusement parks and theme parks,1
93212,Kermisattracties,Fair attractions,1
9329,Overige recreatie n.e.g.,Other amusement and recreation activities n.e.c.,1
93291,Jachthavens,Marinas,1
93299,Ov. recreatie n.e.g.(geen jachthavens),Other amusement and recreation activities n.e.c.,1
,Overige dienstverlening,Other service activities,1
94,Levensbesch./politieke/belangenorg. e.d.,Activities of membership organisations,1
941,Bedrijfs-/werkgevers-/beroepsorg.,"Activities of business, employers and professional membership organisations",1
9411,Bedrijfs- en werkgeversorganisaties,Activities of business and employers membership organisations,1
9412,Beroepsorganisaties,Activities of professional membership organisations,1
942,Werknemersorganisaties,Activities of trade unions,1
9420,Werknemersorganisaties,Activities of trade unions,1
949,Levensb./pol./ideële organ./hobbyclubs,Activities of other membership organisations,1
9491,Levensbeschouwelijke organisaties,Activities of religious organisations,1
94911,Religieuze organisaties,Religious organisations,1
94919,Over. levensbeschouwelijke organisaties,Other humanitarian organisations,1
9492,Politieke organisaties,Activities of political organisations,1
9499,Ov. belangen-/ideële organ. / hobbyclubs,Activities of other membership organisations n.e.c.,1
94991,Gezelligheidsverenigingen,Social clubs,1
94992,Hobbyclubs,Hobby clubs,1
94993,Steunfondsen (niet ohgv welzijnszorg),Support funds (no funding in the field of welfare),1
94994,Vriendenkringen ohgv cultuur / fanclubs,"Friends circles in the fields of culture, fan clubs and other arts promotion",1
94995,Overk. organen (niet ohgv welzijn/sport),"Umbrella and coop./adv. bodies (not for health care, welfare, sports/recreation)",1
94996,Overige ideële organisaties n.e.g.,Other organizations idealistic n.e.c.,1
94997,Overige belangenbehartiging n.e.g.,Other advocacy n.e.c.,1
95,Reparatie van computers/consumentenart.,Repair of computers and personal and household goods,1
951,Reparatie van computers/communicatieapp.,Repair of computers and communication equipment,1
9511,Reparatie van computers/randapparatuur,Repair of computers and peripheral equipment,1
9512,Reparatie van communicatieapparatuur,Repair of communication equipment,1
952,Reparatie van consumentenartikelen,Repair of personal and household goods,1
9521,Reparatie van consumentenelektronica,Repair of consumer electronics,1
9522,Reparatie van elekt. huishoudelijke app.,Repair of household appliances and home and garden equipment,1
9523,Reparatie van schoenen en lederwaren,Repair of footwear and leather goods,1
9524,Reparatie en stoffering van meubels,Repair of furniture and home furnishings,1
95240,Reparatie en stoffering van meubels,Repair of furniture and home furnishings,1
952401,Reparatie en stoffering van zitmeubels,Repair and upholstery of seating furniture,1
952402,Reparatie/stoffering van bedrijfsmeubels,Repair and upholstery of business furniture (no seating furniture),1
952403,Reparatie/stoffering van meubels,Repair and upholstery of other furniture (no seating or business furniture),1
9525,Reparatie van uurwerken en juweliersart.,"Repair of watches, clocks and jewellery",1
9529,Reparatie van overige consumentenart.,Repair of other personal and household goods,1
96,Wellness en ov.dienstv.; uitvaartbranche,Other personal service activities,1
960,Wellness en ov.dienstv.; uitvaartbranche,Other personal service activities,1
9601,Reinigen van kleding en textiel,Washing and (dry-)cleaning of textile and fur products,1
96011,Wasserijen en linnenverhuur,Laundry and linen rental,1
96012,Chemische wasserijen en ververijen,Dry cleaners and dyeing,1
96013,Wassalons en -verzendinrichtingen,Laundrette establishments,1
9602,Haar- en schoonheidsverzorging,Hairdressing and other beauty treatment,1
96021,Haarverzorging,Haircare,1
96022,Schoonheidsverzorging/pedi-/manicures,"Beauty treatment, pedi-/manicures",1
9603,Uitvaartverz./crematoria/mortuaria e.d.,Funeral and related activities,1
96031,Uitvaartverzorging,Funeral services,1
96032,"Crematoria, mortuaria en begraafplaatsen","Crematories, mortuaries and cemeteries",1
9604,"Sauna's, solaria, baden e.d.",Physical well-being activities,1
9609,Overige dienstverlening n.e.g.,Other personal service activities n.e.c.,1
,Huishoudens als werkgever; niet-gedifferentieerde productie van goederen en dien,Activities of households as employers; undifferentiated goods- and services-prod,1
97,Huishoudens als werkg. huish. personeel,Activities of households as employers of domestic personnel,1
970,Huishoudens als werkg. huish. personeel,Activities of households as employers of domestic personnel,1
9700,Huishoudens als werkg. huish. personeel,Activities of households as employers of domestic personnel,1
98,Prod. part. huish. voor eigen gebruik,Undifferentiated goods- and services-producing activities of private households ,1
981,Prod.goederen part. huish. eigen gebruik,Undifferentiated goods-producing activities of private households for own use,1
9810,Prod. goederen part.huish. eigen gebruik,Undifferentiated goods-producing activities of private households for own use,1
982,Prod. diensten part.huish. eigen gebruik,Undifferentiated service-producing activities of private households for own use,1
9820,Prod.diensten part.huish. eigen gebruik,Undifferentiated service-producing activities of private households for own use,1
,Extraterritoriale organisaties en lichamen,Activities of extraterritorial organisations and bodies,1
99,Extraterritoriale organisaties/lichamen,Activities of extraterritorial organisations and bodies,1
990,Extraterritoriale organisaties/lichamen,Activities of extraterritorial organisations and bodies,1
9900,Extraterritoriale organisaties/lichamen,Activities of extraterritorial organisations and bodies,1
,Geen SBI code,No Code,1
0001,(Code nog niet vastgesteld),(Code to be determined),1
0002,Geen bedrijfsactiviteit(en),No activity,1
45311,Groothandel auto-ond./-access. (geen banden),Wholesale and trade of car parts/accs (no tires),1
6321,Persagentschappen,News agencies,2
01131,Teelt van groenten in de volle grond,Cultivation of vegetables in the open ground,1
01132,Teelt van groenten onder glas,Cultivation of vegetables in greenhouses,1
01133,Teelt van paddenstoelen,Cultivation of mushrooms,1
01134,Teelt van aardappels en overige wortel- en knolgewassen,Cultivation of potatoes and other roots and tuberous plants,1
01191,Teelt snijbloemen en snijheesters in volle grond,Cultivation of cut flowers and cut shrubs in the open ground,1
01192,Teelt snijbloemen en snijheesters onder glas,Cultivation of cut flowers and cut shrubs in greenhouses,1
01193,Teelt van voedergewassen,Cultivation of forage crops,1
01199,Teelt van overige eenjarige gewassen (rest),Growing of other perennial crops (rest),1
01241,Teelt van appels en peren,Cultivation of apples and pears,1
01242,Teelt van steenvruchten,Cultivation of stone fruit,1
01251,Teelt van aardbeien in de volle grond,Cultivation of strawberries in the open ground,1
01252,Teelt van aardbeien onder glas,Cultivation of strawberries in greenhouses,1
01253,Teelt van houtig klein fruit in volle grond,Cultivation of woody small fruit in the open ground,1
01254,Teelt van houtig klein fruit onder glas,Cultivation of woody small fruit in greenhouses,1
01301,Teelt van bloembollen,Cultivation of flower bulbs,1
01302,Teelt van perkplanten in de volle grond,Cultivation of bedding plants in the open ground,1
01303,Teelt van perkplanten onder glas,Cultivation of bedding plants in greenhouses,1
01304,Teelt van potplanten onder glas,Cultivation of pot plants in greenhouses,1
01305,Teelt van boomkwekerijgewassen in de volle grond,Cultivation of arboricultural crops in the open ground,1
01309,Teelt van overige sierplanten in de volle grond,Cultivation of other ornamental plants in the open ground,1
01411,Houden van melkvee,Keeping dairy cattle,1
01412,Opfokken van jongvee voor de melkveehouderij,Rearing young cattle for dairy farming,1
01421,Houden van vleeskalveren,Keeping of veal calves,1
01422,Overige vleesveehouderij en zoogkoeienbedrijven,Other meat and livestock companies,1
01451,Fokken en houden van schapen,Breeding and keeping of sheep,1
01452,Fokken en houden van geiten,Breeding and keeping of goats,1
01461,Fokvarkens- vermeerderingsbedrijven,Pig breeding and rearing companies,1
01462,Vleesvarkensbedrijven,Pig meat companies,1
01463,Gesloten en deels gesloten varkensbedrijven,Closed and partially closed pig farming companies,1
01471,Opfokken en/of houden van leghennen,Rearing and/or keeping of laying hens,1
01472,Opfokken en/of houden van vleeskuikens,Rearing and/or keeping of broiler chickens,1
01473,Opfokken van ouderdieren van leghennen en vleeskuikens,Rearing parents of laying hens and broiler chickens,1
01479,Opfokken en/of houden van overig pluimvee,Rearing and/or keeping other poultry,1
01491,Fokken en houden van edelpelsdieren,Breeding and keeping of fur-bearing animals,1
01499,Fokken en houden van overige dieren,Breeding and keeping of other animals,1
65121,Schadeverzekeringen (geen zorg),Non-life insurance (no heath),1
65122,Zorgverzekeringen,Health insurance,1
